file path,transcript
audios/chunk123_2_20200419_122311.wav,"Now, this is a clear brow gel."
audios/chunk123_3_20200419_122234.wav,how to take a listen to your heart now
audios/chunk123_3_20200419_122311.wav,Earrings are setting spray.
audios/chunk124_2_20200419_122311.wav,how to make puppies
audios/chunk124_3_20200419_122311.wav,Costa Rica
audios/chunk125_0_20200419_122234.wav,Did you have any questions for the doctor?
audios/chunk125_2_20200419_122234.wav,Now I want you to look up and I want to see those forehead wrinkles. Okay?
audios/chunk125_3_20200419_122234.wav,compare it to the heart rate that doctor Gibi took at the
audios/chunk127_0_20200419_122234.wav,How many questions are the bear?
audios/chunk127_0_20200419_122311.wav,Why you don't have to go to the store?
audios/chunk127_1_20200419_122234.wav,Got them all correct? So I have.
audios/chunk127_3_20200419_122234.wav,Don't you think YouTube?
audios/chunk128_2_20200419_122311.wav,I feel like there's a hair spray.
audios/chunk128_3_20200419_122234.wav,Are you?
audios/chunk12_2_20200419_122234.wav,When I hold my hands up.
audios/chunk12_3_20200419_122234.wav,This is just going to go right.
audios/chunk130_3_20200419_122354.wav,Don't borrow it's your day.
audios/chunk131_0_20200419_122234.wav,before I send you an
audios/chunk131_3_20200419_122234.wav,and again
audios/chunk132_0_20200419_122311.wav,best 4K used for
audios/chunk132_2_20200419_122311.wav,I'm not going anywhere. I'm staying right where I put them.
audios/chunk133_1_20200419_122234.wav,and I'm going to dip these into
audios/chunk134_1_20200419_122234.wav, Different liquids. Liquid versions of peace that you should recognize.
audios/chunk134_1_20200419_122311.wav,You do a little lucky bucket.
audios/chunk135_0_20200419_122234.wav,We need to test the reflexes in your shoulder.
audios/chunk135_2_20200419_122311.wav,if your powder
audios/chunk135_3_20200419_122311.wav,Your make up doesn't feel like it's sliding anywhere.
audios/chunk136_0_20200419_122234.wav,Let me fax is in your elbow.
audios/chunk139_3_20200419_122311.wav,compare hair
audios/chunk13_1_20200419_122234.wav,Lower than average and low is good. It means you have a strong heart in most cases.
audios/chunk13_3_20200419_122234.wav,in the shallow part of your ear canal
audios/chunk140_3_20200419_122311.wav,It looks really beautiful. Did you just wash it?
audios/chunk142_1_20200419_122311.wav,I have those.
audios/chunk143_0_20200419_122311.wav,You wanted stupor?
audios/chunk144_0_20200419_122234.wav,And your shoulder?
audios/chunk144_2_20200419_122311.wav,Don't let me jump.
audios/chunk149_1_20200419_122234.wav,And open your mouth.
audios/chunk149_3_20200419_122234.wav,We do a lot of studies here.
audios/chunk14_0_20200419_122310.wav,best part about it is that
audios/chunk14_2_20200419_122234.wav,Look up what?
audios/chunk150_0_20200419_122234.wav,Can I go down the arm?
audios/chunk150_3_20200419_122234.wav,eye doctor JB's practice
audios/chunk151_1_20200419_122234.wav,strawberry
audios/chunk151_2_20200419_122234.wav,And can you cross one arm over here?
audios/chunk151_3_20200419_122234.wav,So I like to gather as much data as we can for everyone?
audios/chunk152_1_20200419_122234.wav,Just one more game.
audios/chunk153_3_20200419_122234.wav,assessing your DNA today
audios/chunk154_1_20200419_122311.wav,Else is already used to fill in.
audios/chunk154_3_20200419_122311.wav,It's just a mixture that the signs are all smooth back. So this hat back.
audios/chunk155_0_20200419_122234.wav,You are reflex video.
audios/chunk155_2_20200419_122234.wav,And I'm going to try to turn your head.
audios/chunk157_0_20200419_122234.wav,Dr. J V's ready to see you now.
audios/chunk157_1_20200419_122234.wav,Aaa Okay.
audios/chunk158_0_20200419_122234.wav,How can I help you out here when you're done?
audios/chunk158_1_20200419_122234.wav,So now I wanted to an eye exam.
audios/chunk159_0_20200419_122234.wav,And I'll print out Daya.
audios/chunk159_3_20200419_122234.wav,That's really good.
audios/chunk15_0_20200419_122233.wav,here looks like your appointment time is in about 5 minutes.
audios/chunk15_1_20200419_122234.wav,Come see record.
audios/chunk15_2_20200419_122234.wav,But make sure you keep your eyes idea.
audios/chunk160_2_20200419_122234.wav,Play try again ready.
audios/chunk161_3_20200419_122234.wav,all cells on the inside of your cheek
audios/chunk162_1_20200419_122234.wav,very basic eye chart
audios/chunk163_2_20200419_122234.wav,"Good, very good you are expecting me to be so strong. I know."
audios/chunk165_0_20200419_122234.wav,How much are coming in?
audios/chunk166_0_20200419_122234.wav,This your first cranial nerve exam.
audios/chunk166_1_20200419_122234.wav,I'm just going to hold it back here.
audios/chunk166_2_20200419_122311.wav,People really like to go have you with the powder.
audios/chunk167_1_20200419_122311.wav,"That one was a lot easier. ya, I've got a really good hard drive."
audios/chunk167_2_20200419_122234.wav,Fff. You don't have to be able to do that.
audios/chunk167_3_20200419_122234.wav,Are you ready?
audios/chunk168_1_20200419_122234.wav,If you could tell me.
audios/chunk168_3_20200419_122234.wav,"Oh my gosh, I need to put some clothes on."
audios/chunk169_0_20200419_122234.wav,Are the receptionist get all of your info.
audios/chunk169_1_20200419_122234.wav,What other?
audios/chunk16_0_20200419_122233.wav,Are you for showing up early?
audios/chunk16_0_20200419_122310.wav,Customizable to you down to the color down to the name on the bottle.
audios/chunk170_1_20200419_122234.wav,I'm pointing at. Look at my little pointer
audios/chunk172_0_20200419_122234.wav,The other questions before we begin.
audios/chunk172_1_20200419_122234.wav,And I actually like for you to cover one of your eyes while you do.
audios/chunk173_0_20200419_122234.wav,This is your standard.
audios/chunk173_0_20200419_122311.wav,slightly dabbing
audios/chunk173_1_20200419_122311.wav,new concealer
audios/chunk175_0_20200419_122311.wav,"Need to get some moisture on that skin. Stack. Now, usually this is for sleeping."
audios/chunk175_2_20200419_122311.wav,Keep everything together in Oregon.
audios/chunk177_3_20200419_122311.wav,"Wow, I'm pushing"
audios/chunk178_0_20200419_122234.wav,I really like to take my time.
audios/chunk178_0_20200419_122311.wav,Like this is like a know-it-all.
audios/chunk179_3_20200419_122311.wav,perfect Kali
audios/chunk17_0_20200419_122310.wav,So what you do is fill out a 2-minute hair quate to talk about.
audios/chunk17_1_20200419_122354.wav,Finding the little.
audios/chunk17_2_20200419_122234.wav,What?
audios/chunk180_0_20200419_122234.wav,fully examine
audios/chunk180_3_20200419_122311.wav,news that the brow gel
audios/chunk181_0_20200419_122234.wav,all of my patients so that
audios/chunk181_0_20200419_122311.wav,Usually put on.
audios/chunk182_0_20200419_122311.wav,going to do
audios/chunk183_0_20200419_122234.wav,returns where I I might have missed something or
audios/chunk185_0_20200419_122234.wav,and ask me questions that you
audios/chunk187_2_20200419_122311.wav,Okay when you have a little Powder Puff.
audios/chunk188_0_20200419_122234.wav,Exam will be pretty thorough.
audios/chunk189_0_20200419_122234.wav,I want to go through all that you're basic.
audios/chunk189_0_20200419_122311.wav,X have something that'll do that.
audios/chunk18_3_20200419_122234.wav,Okay one stronger than the other.
audios/chunk190_0_20200419_122311.wav,IGA
audios/chunk192_1_20200419_122234.wav,"And I'll drop my chart. Okay, let's see."
audios/chunk192_3_20200419_122234.wav,Who's the founding father of the groom?
audios/chunk193_0_20200419_122234.wav,"No, nothing painful. Nothing scary and"
audios/chunk193_3_20200419_122234.wav,That's a nice truck.
audios/chunk194_1_20200419_122234.wav,And I just means that I'm going to put two fingers.
audios/chunk196_1_20200419_122234.wav,Right in the middle of the face. You can look at my notes that you wish.
audios/chunk196_2_20200419_122311.wav,could not create
audios/chunk196_3_20200419_122234.wav,Who's going to be your after visit summary?
audios/chunk197_0_20200419_122234.wav,Focus Pastor Justin Paul II
audios/chunk197_1_20200419_122234.wav,And what I'm going to do is like a one quarter.
audios/chunk197_3_20200419_122311.wav,Don't don't worry about me.
audios/chunk198_2_20200419_122311.wav,What year?
audios/chunk198_3_20200419_122311.wav,Attorney little but around get out the door.
audios/chunk199_0_20200419_122234.wav,nerve damage
audios/chunk199_1_20200419_122234.wav,Which finger?
audios/chunk19_1_20200419_122234.wav,check your
audios/chunk19_3_20200419_122234.wav,Let me doing some.
audios/chunk1_1_20200419_122234.wav,And I'm going to go behind you.
audios/chunk1_2_20200419_122234.wav,And I'm going to do all the same thing. What I'm going to do is I'm going to bring my fingers apart.
audios/chunk203_1_20200419_122311.wav,your face is really just
audios/chunk203_3_20200419_122234.wav,You know that right?
audios/chunk206_0_20200419_122234.wav,your muscle movement
audios/chunk207_3_20200419_122234.wav,I'll put their number on here.
audios/chunk208_0_20200419_122234.wav,as well as I'd like to give you
audios/chunk209_0_20200419_122234.wav,a small head massage near the end
audios/chunk209_1_20200419_122311.wav,explain how the hair
audios/chunk209_3_20200419_122234.wav,Other than that you don't need to change any of your medication
audios/chunk20_0_20200419_122310.wav,They are fine or
audios/chunk20_1_20200419_122234.wav,Olfactory nerve that's just your smell.
audios/chunk20_3_20200419_122234.wav,Simple sound test that will let us know.
audios/chunk210_1_20200419_122311.wav,at last
audios/chunk212_0_20200419_122234.wav,Supposed to I'm going to get your heart rate in the beginning.
audios/chunk212_2_20200419_122311.wav,Give me the perfect amount.
audios/chunk213_0_20200419_122234.wav,record that and
audios/chunk215_0_20200419_122234.wav,Really I can get you.
audios/chunk215_3_20200419_122234.wav,"Mmm, so there we go, all right."
audios/chunk217_2_20200419_122311.wav,I got to get that little girl.
audios/chunk219_0_20200419_122234.wav,I'm going to clean up.
audios/chunk21_0_20200419_122233.wav,I asked you for the
audios/chunk21_1_20200419_122311.wav,Wrinkles are bags under your eyes.
audios/chunk224_0_20200419_122234.wav,I want to make sure that things are sterilized.
audios/chunk225_0_20200419_122234.wav,Don't wanna need false reports or spreading of germ.
audios/chunk228_0_20200419_122234.wav,"And the nurse should have cleaned it when last patient left, but I like to clean it in the middle as well just in case anyone."
audios/chunk229_0_20200419_122234.wav,Did the room party?
audios/chunk22_0_20200419_122310.wav,"you talk about your hair goals, so"
audios/chunk232_0_20200419_122234.wav,tears.
audios/chunk244_0_20200419_122234.wav,and after that
audios/chunk248_0_20200419_122234.wav,Recorded so that we can record your beginning and your end.
audios/chunk249_0_20200419_122234.wav,Can you breathe in and out with me?
audios/chunk24_0_20200419_122233.wav,you know contact information and
audios/chunk24_0_20200419_122310.wav,I'm a little concerned since I've bleached half of my head.
audios/chunk24_2_20200419_122234.wav,Can I find my pen light again?
audios/chunk24_2_20200419_122311.wav,I'm doing a shot today.
audios/chunk24_3_20200419_122234.wav,But I'm only going to be making sounds with one of them.
audios/chunk25_2_20200419_122311.wav,I have a little potion. Can do a shalom?
audios/chunk26_0_20200419_122310.wav,I want to protect from
audios/chunk26_1_20200419_122234.wav,And have you spell it?
audios/chunk26_3_20200419_122354.wav,Everything could change tomorrow.
audios/chunk28_0_20200419_122233.wav,Don't worry. I'm actually a doctor in training.
audios/chunk28_0_20200419_122310.wav,So I just a few of those and as always just get a little bit of volume for the
audios/chunk28_0_20200419_122354.wav,really hard
audios/chunk29_0_20200419_122310.wav,I heard doesn't have that much.
audios/chunk29_1_20200419_122354.wav,Aaa. All the stuff that you don't really need. You don't need this. You don't need it.
audios/chunk2_0_20200419_122310.wav,You can follow the link below to get 20 percent off.
audios/chunk2_2_20200419_122234.wav,"and when they leave your peripheral vision, you just tell me what"
audios/chunk30_0_20200419_122233.wav,Can I just get your birthday?
audios/chunk32_0_20200419_122233.wav,And that would make you how old.
audios/chunk32_0_20200419_122310.wav,You can choose your color.
audios/chunk33_0_20200419_122233.wav,"Okay, right."
audios/chunk33_3_20200419_122334.wav,juk juk juk juk juk juk juk juk juk
audios/chunk34_0_20200419_122310.wav,I did to the brassiness for the blonde side of my head.
audios/chunk34_2_20200419_122234.wav,And I'm just going to do it. You can take your hand out. I'm going to do a follow the light. Pretty simple.
audios/chunk35_0_20200419_122233.wav,parade
audios/chunk35_0_20200419_122310.wav,"So that is a purple shampoo, which if you ever ever dyed your hair."
audios/chunk35_2_20200419_122234.wav,Keep your head in one spot.
audios/chunk36_2_20200419_122234.wav,Fallout where the light goes with your eye
audios/chunk36_2_20200419_122311.wav,I do a little brown.
audios/chunk37_0_20200419_122310.wav,You might know that the really important.
audios/chunk37_2_20200419_122234.wav,Gladius can you buy all the clothes again?
audios/chunk38_0_20200419_122310.wav,I got the dark purple shampoo.
audios/chunk39_2_20200419_122234.wav,And I want to do that again but I'm just gonna do with my finger instead of the light.
audios/chunk39_3_20200419_122234.wav,in the age of your ear
audios/chunk3_0_20200419_122310.wav,your order a function of beauties website
audios/chunk40_0_20200419_122310.wav,all lavender color
audios/chunk40_2_20200419_122234.wav,You can follow my finger this time.
audios/chunk41_2_20200419_122234.wav,I like you to cover one eye.
audios/chunk41_2_20200419_122311.wav,a little chocolate brown
audios/chunk42_0_20200419_122310.wav,And then for my hair mask. I chose this really nice.
audios/chunk42_1_20200419_122234.wav,Very good. Most people got lemon juice because of the Citrus aroma.
audios/chunk42_3_20200419_122311.wav,gold and black LeBrons
audios/chunk43_2_20200419_122311.wav,I like on your face.
audios/chunk44_0_20200419_122234.wav,Pound and what's the zip code for that?
audios/chunk44_0_20200419_122310.wav,Did you put your name or your nickname on the bottle?
audios/chunk45_0_20200419_122310.wav,I have mine on there.
audios/chunk45_2_20200419_122234.wav,"Now I just need you to to do some blinking. So, can you blink?"
audios/chunk45_2_20200419_122311.wav,eyebrows cut it
audios/chunk46_0_20200419_122310.wav,"And It comes with pumps for the shampoo and conditioner, which is off."
audios/chunk46_1_20200419_122311.wav,30 seconds of going to get attacked
audios/chunk46_1_20200419_122354.wav,You want to talk about it?
audios/chunk47_0_20200419_122234.wav,An emergency contact as well. Just the phone number and name.
audios/chunk47_2_20200419_122234.wav,better than Amazon
audios/chunk48_0_20200419_122310.wav,I've been using that.
audios/chunk48_2_20200419_122234.wav,"Now, can you shut your eyes tightly?"
audios/chunk49_0_20200419_122310.wav,showers now
audios/chunk49_1_20200419_122354.wav,sometimes
audios/chunk49_2_20200419_122234.wav,And can you wink? can you show on each eye?
audios/chunk49_3_20200419_122234.wav,When do the same thing but with word?
audios/chunk4_1_20200419_122354.wav,Now we here again.
audios/chunk4_2_20200419_122311.wav,highlighter brush
audios/chunk50_0_20200419_122310.wav,And I really really like the results to my first hair mask today.
audios/chunk50_2_20200419_122234.wav,It's often harder on one side.
audios/chunk50_3_20200419_122234.wav,Tell me what we're doing.
audios/chunk51_0_20200419_122234.wav,And are you married?
audios/chunk51_0_20200419_122310.wav,And I've never ever done hair mask. My hair.
audios/chunk51_3_20200419_122354.wav,tomorrow the world
audios/chunk52_1_20200419_122311.wav,You feel a little.
audios/chunk53_2_20200419_122354.wav,The biggest stress in your life is maybe you know you missed
audios/chunk54_3_20200419_122311.wav,"This is your dream, combo."
audios/chunk55_0_20200419_122310.wav,function of beauty
audios/chunk56_0_20200419_122310.wav,pecan Underside vegan and cruelty-free
audios/chunk58_0_20200419_122234.wav,Do you have any children?
audios/chunk58_0_20200419_122310.wav,And you get 20 percent off your order by following the link.
audios/chunk58_1_20200419_122234.wav,God you got a story.
audios/chunk58_2_20200419_122234.wav,You can keep them glow.
audios/chunk58_3_20200419_122311.wav,the first one
audios/chunk59_3_20200419_122234.wav,I was quiet. Good job.
audios/chunk5_0_20200419_122233.wav,Are you here to see doctor GB?
audios/chunk5_3_20200419_122311.wav,Battery is done.
audios/chunk60_0_20200419_122310.wav,Thank you so much functional Beauty for sponsoring this video.
audios/chunk60_3_20200419_122311.wav,Is soft picks
audios/chunk62_0_20200419_122234.wav,Who is your insurance provider?
audios/chunk62_1_20200419_122234.wav,This is a bonus one.
audios/chunk63_1_20200419_122234.wav,Can you call this?
audios/chunk64_0_20200419_122310.wav,Sit down.
audios/chunk64_2_20200419_122311.wav,obstacle dogs
audios/chunk64_3_20200419_122234.wav,To take some measurements.
audios/chunk65_0_20200419_122234.wav,And your astrological sign?
audios/chunk66_2_20200419_122311.wav,You can take this with you. Tap it in your back.
audios/chunk66_3_20200419_122234.wav,You can performing really well on the test.
audios/chunk67_2_20200419_122234.wav,Linking up with your eyes again.
audios/chunk68_0_20200419_122234.wav,So. I'm going to need some history on your
audios/chunk68_0_20200419_122310.wav,We have to work.
audios/chunk68_2_20200419_122234.wav,And I'm actually going to be doing this to your entire face. What I want you to do is tell me when you can feel the touch.
audios/chunk68_3_20200419_122234.wav,Gathering data
audios/chunk69_0_20200419_122310.wav,on that field
audios/chunk69_2_20200419_122234.wav,and I'll be doing it with adult object for
audios/chunk6_0_20200419_122233.wav,"Yes, this is the cranial nerve Hospital"
audios/chunk6_2_20200419_122234.wav,And I'm going to be wiggling them now.
audios/chunk70_0_20200419_122234.wav,So you take any Medicaid?
audios/chunk70_2_20200419_122234.wav,and then a
audios/chunk70_2_20200419_122311.wav,You never know if you don't have floss with you you are going to.
audios/chunk71_0_20200419_122310.wav,Etsy
audios/chunk71_3_20200419_122234.wav,I'm just going to measure.
audios/chunk72_0_20200419_122234.wav,Have you ever taken medication regularly?
audios/chunk72_1_20200419_122234.wav,"Tatex gloves. They are disposable, they're powdered and"
audios/chunk73_0_20200419_122234.wav,What was that for?
audios/chunk73_0_20200419_122310.wav,skins feeling
audios/chunk73_2_20200419_122234.wav,Not very sharp.
audios/chunk74_0_20200419_122234.wav,Do you have any allergies?
audios/chunk74_2_20200419_122234.wav,It's just a little bit more.
audios/chunk74_2_20200419_122311.wav,a life partner
audios/chunk74_3_20200419_122234.wav,And close your eyes.
audios/chunk75_0_20200419_122234.wav,"Think you're allergic to non of the alternative medicine, okay okay ok."
audios/chunk75_1_20200419_122234.wav,single-use
audios/chunk75_3_20200419_122234.wav,Okay can open up.
audios/chunk76_1_20200419_122234.wav,Are you allergic to latex?
audios/chunk76_2_20200419_122234.wav,Feeling then surrounded Q-tip.
audios/chunk77_0_20200419_122234.wav,Do you smoke?
audios/chunk77_2_20200419_122311.wav,You habe been inside. It's okay. It's a little.
audios/chunk78_0_20200419_122310.wav,You got here just in time.
audios/chunk79_2_20200419_122234.wav,And I'll be touching your face with the Q-tip first.
audios/chunk79_2_20200419_122354.wav,You are a shining.
audios/chunk7_0_20200419_122233.wav,"a lots and lots and lots of doctors here, but"
audios/chunk81_0_20200419_122310.wav,if you have to be there by
audios/chunk82_0_20200419_122234.wav,How many hour?
audios/chunk82_0_20200419_122310.wav,What time it is?
audios/chunk82_3_20200419_122311.wav,this is not just
audios/chunk83_0_20200419_122234.wav,And do you nap during the day?
audios/chunk84_3_20200419_122311.wav,Okay. How many distracted?
audios/chunk84_3_20200419_122354.wav,I like a general.
audios/chunk85_0_20200419_122234.wav,"Okay, what's your job like are you there for how many hours a day are usually on your job?"
audios/chunk85_2_20200419_122234.wav,And now I am going to do this with the sharp objects. So keep your eyes closed.
audios/chunk85_3_20200419_122311.wav,Girls Dickie that's what you want.
audios/chunk86_0_20200419_122234.wav,"Okay. And, do you use glasses or contacts on your bed the whole time?"
audios/chunk86_1_20200419_122311.wav,I noticed some.
audios/chunk86_1_20200419_122354.wav,Happy Feelings
audios/chunk86_2_20200419_122311.wav,tell you.
audios/chunk86_3_20200419_122234.wav,"I like you, too."
audios/chunk86_3_20200419_122311.wav,22 magnum
audios/chunk87_2_20200419_122311.wav,It's the right answer for your skin tone.
audios/chunk88_0_20200419_122234.wav,How about at night?
audios/chunk88_1_20200419_122311.wav,They're like fine. But I just want to get a little bit o.
audios/chunk8_0_20200419_122233.wav,eye doctor DBZ
audios/chunk8_3_20200419_122354.wav,Aaa let's go dream of weird stuff now
audios/chunk90_0_20200419_122234.wav,370 hearing problem
audios/chunk90_1_20200419_122354.wav,I'm everything very very deeply.
audios/chunk90_3_20200419_122311.wav,"That's all you need, take this with you. If you run out of plump, you run out of glitter. You're not really feeling this tingle."
audios/chunk91_0_20200419_122234.wav,What sort of headphones do you use regularly? Is it on the ear over the ear in the ear?
audios/chunk91_3_20200419_122234.wav,She is going to collect some DNA samples from you.
audios/chunk92_0_20200419_122234.wav,I really in the earbud.
audios/chunk92_2_20200419_122234.wav,And I know you know how they both feel. I'm going to do one or the other and you let me know which one I used. Okay?
audios/chunk92_3_20200419_122234.wav,And give you your Wellness.
audios/chunk93_0_20200419_122354.wav,too short
audios/chunk94_3_20200419_122234.wav,Thank you so much for coming in.
audios/chunk95_1_20200419_122354.wav,You are doing a great job.
audios/chunk95_3_20200419_122234.wav,It was really nice to see.
audios/chunk96_0_20200419_122234.wav,Have you been out of the country recently?
audios/chunk96_3_20200419_122234.wav,Expect to see you in again.
audios/chunk97_0_20200419_122310.wav,You're going to look so good.
audios/chunk99_1_20200419_122311.wav,Madrina de messenger
audios/chunk9_1_20200419_122234.wav,How your heart rate is?
audios/chunk109_1_20200419_122234.wav,I notice everything.
audios/chunk112_0_20200419_122234.wav,How many cranial nerve exams have you been to before?
audios/chunk121_0_20200419_122234.wav,I just want to have seen you. You going to do it?
audios/chunk121_3_20200419_122234.wav,Dr. Jaime was able to get you into a black state.
audios/chunk123_0_20200419_122310.wav,water in the bowl
audios/chunk125_1_20200419_122234.wav,Now I just want to do a taste test.
audios/chunk126_1_20200419_122234.wav,"Harry link to your smell and your taste, so I'm sure this will be quick for you."
audios/chunk132_1_20200419_122234.wav,I have tasted with me.
audios/chunk133_0_20200419_122234.wav,I am training to be a doctor and you can't really messes up.
audios/chunk135_0_20200419_122311.wav,silicone brush
audios/chunk135_2_20200419_122234.wav,And I would just like you to open your mouth.
audios/chunk138_1_20200419_122234.wav,Do you know that it?
audios/chunk13_0_20200419_122310.wav,Shampoo conditioner and hair mask that I got from function of beauty.
audios/chunk13_2_20200419_122234.wav,You let me know how many fingers I'm holding up.
audios/chunk143_2_20200419_122234.wav,All good. Thank you.
audios/chunk144_0_20200419_122311.wav,play mix in the pool for
audios/chunk144_2_20200419_122234.wav,And I can be uncomfortable.
audios/chunk147_0_20200419_122234.wav,Edge of Hell
audios/chunk148_0_20200419_122234.wav,All right now we got to do tiny tips. Okay?
audios/chunk149_0_20200419_122234.wav,Ready?
audios/chunk152_3_20200419_122234.wav,And so you have checked off that you're okay with them.
audios/chunk154_2_20200419_122234.wav,Keep squeezing keep squeezing. Keep sqeezing. Good job. Okay we gonna
audios/chunk157_2_20200419_122234.wav,I would like you to not let me okay.
audios/chunk15_3_20200419_122234.wav,You notice how many?
audios/chunk165_2_20200419_122234.wav,Can you stick out your tongue for me?
audios/chunk166_2_20200419_122234.wav,Can you roll your tongue?
audios/chunk176_0_20200419_122311.wav,I'm not going to use that much.
audios/chunk176_1_20200419_122234.wav,How can you cover the other one?
audios/chunk177_0_20200419_122234.wav,longer and more detailed and
audios/chunk187_1_20200419_122234.wav,How can you tell me the colors in order?
audios/chunk194_0_20200419_122234.wav,I will let you know what I'm doing every
audios/chunk197_1_20200419_122311.wav,What time is it?
audios/chunk204_0_20200419_122234.wav,"Years, and I'll also be checking."
audios/chunk205_0_20200419_122234.wav,your facial structure
audios/chunk205_3_20200419_122234.wav,She's recommending a little bit more sleep.
audios/chunk206_3_20200419_122234.wav,Sigmund Freud to some specialist
audios/chunk208_1_20200419_122311.wav,I do need to
audios/chunk210_0_20200419_122234.wav,I want to measure your
audios/chunk210_3_20200419_122234.wav,Do I need an Uber?
audios/chunk21_3_20200419_122234.wav,and what I'm going to do is put my
audios/chunk234_0_20200419_122234.wav,Couldn't you sanitize by?
audios/chunk23_3_20200419_122234.wav,Right by your ears. I'm going to be moving them both.
audios/chunk245_0_20200419_122234.wav,"tell me about your olfactory nerve, but I do want to get the"
audios/chunk25_0_20200419_122310.wav,"About damage control, my hair is very long. So"
audios/chunk28_3_20200419_122311.wav,Aaa now just look up.
audios/chunk30_0_20200419_122310.wav,Do you think your scent and I chose the rose Sunday? Cuz I'm a sucker for anything.
audios/chunk31_1_20200419_122311.wav,We still have to use.
audios/chunk31_2_20200419_122234.wav,"Matthew Wood, could you hold your hand like this?"
audios/chunk36_0_20200419_122233.wav,What's the best number to reach you at?
audios/chunk37_3_20200419_122234.wav,I'm going to be staying.
audios/chunk38_0_20200419_122234.wav,"Is that a home phone cell phone. Okay nobody has home, nobody has a home pone anymore, do you knew that?"
audios/chunk40_1_20200419_122234.wav,and it smells like
audios/chunk40_3_20200419_122234.wav,And you just have to repeat the back.
audios/chunk42_0_20200419_122234.wav,Could I get the address where you live right now?
audios/chunk43_0_20200419_122310.wav,Almaty cream
audios/chunk44_0_20200419_122354.wav,earlier
audios/chunk45_1_20200419_122234.wav,Listen to The Bitter smell.
audios/chunk46_0_20200419_122234.wav,Can I get?
audios/chunk46_3_20200419_122234.wav,Are you four?
audios/chunk47_0_20200419_122310.wav,I think it's so much easier to use.
audios/chunk4_0_20200419_122310.wav,Have not been on my channel before. So it's brand new. And I'd love to tell you ab.
audios/chunk55_0_20200419_122234.wav,"Oh, no, that's not for this. I was just wondering of"
audios/chunk57_0_20200419_122310.wav,Check out all their information on their website
audios/chunk74_0_20200419_122310.wav,a little dry
audios/chunk7_3_20200419_122311.wav,Tell your mascara and your lips and your hair.
audios/chunk85_1_20200419_122311.wav,Aaa. While I was doing that I just noticed your eyebrows.
audios/chunk8_1_20200419_122234.wav,breathin
audios/chunk90_1_20200419_122311.wav,Closer look at them.
audios/chunk95_3_20200419_122311.wav,Netflix want to make sure I did not forget.
audios/chunk96_0_20200419_122310.wav,"Usually those two words don't really go together, but with me."
